title,year,genre,country,imdbRating,imdbVotes
Deep Blue Sea,1999,"Action, Sci-Fi, Thriller","USA, Australia",5.8,92347
Capote,2005,"Biography, Crime, Drama","USA, Canada",7.4,92369
Kung Fu Hustle,2004,"Action, Comedy, Crime","Hong Kong, China",7.8,92396
The Brothers Grimm,2005,"Action, Adventure, Comedy","USA, Czech Republic, UK",5.9,92547
The Skin I Live In,2011,Thriller,Spain,7.6,92564
The Other Woman,2014,"Comedy, Romance",USA,6,92565
Akira,1988,"Animation, Action, Sci-Fi",Japan,8.1,92594
The Cloverfield Paradox,2018,"Action, Adventure, Horror",USA,5.5,92693
Thelma & Louise,1991,"Adventure, Crime, Drama","USA, France",7.4,92798
Raising Arizona,1987,"Comedy, Crime, Drama",USA,7.4,92811
Ransom,1996,"Crime, Thriller",USA,6.6,92817
Any Given Sunday,1999,"Drama, Sport",USA,6.8,92931
Terminator Genisys,2015,"Action, Adventure, Sci-Fi",USA,6.8,92953
The Scorpion King,2002,"Action, Adventure, Fantasy","USA, Germany, Belgium",5.5,92960
Network,1976,Drama,USA,8.1,92994
This Is England,2006,"Crime, Drama",UK,7.7,93015
Akira,1988,"Animation, Action, Sci-Fi",Japan,8.1,93041
What Lies Beneath,2000,"Drama, Horror, Mystery",USA,6.6,93122
Mallrats,1995,"Comedy, Romance",USA,7.2,93351
Insurgent,2015,"Adventure, Sci-Fi, Thriller",USA,6.4,93387
Safety Not Guaranteed,2012,"Comedy, Drama, Romance",USA,7,93475
Doubt,2008,"Drama, Mystery",USA,7.5,93488
A Serious Man,2009,"Comedy, Drama","USA, UK, France",7,93495
Dial M for Murder,1954,"Crime, Thriller",USA,8.2,93546
One Day,2011,"Drama, Romance","USA, UK",7,93549
One Hour Photo,2002,"Drama, Thriller",USA,6.8,93626
Cinderella,1950,"Animation, Family, Fantasy",USA,7.3,93731
The Rocky Horror Picture Show,1975,"Comedy, Musical","UK, USA",7.4,93900
City Lights,1931,"Comedy, Drama, Romance",USA,8.6,93912
Sex and the City,2008,"Comedy, Drama, Romance",USA,5.5,93925
The Master,2012,Drama,USA,7.1,94243
J. Edgar,2011,"Biography, Crime, Drama",USA,6.6,94247
Final Destination 3,2006,"Horror, Thriller","Germany, USA, Canada",5.8,94303
Trading Places,1983,Comedy,USA,7.5,94337
Robots,2005,"Animation, Adventure, Comedy",USA,6.3,94370
Poltergeist,1982,Horror,USA,7.4,94447
Predator 2,1990,"Action, Horror, Sci-Fi",USA,6.2,94476
"Tuo, Simon",2018,"Comedy, Drama, Romance",USA,7.6,94565
Wild Hogs,2007,"Action, Adventure, Comedy",USA,5.9,94699
Lara Croft Tomb Raider: The Cradle of Life,2003,"Action, Adventure, Fantasy","USA, Germany, Japan, UK",5.5,94719
We Were Soldiers,2002,"Action, Drama, History","USA, Germany",7.1,94857
The 6th Day,2000,"Action, Mystery, Sci-Fi",USA,5.9,94874
Murder Mystery,2019,"Action, Comedy, Crime",USA,6.0,94996
The Break-Up,2006,"Comedy, Drama, Romance",USA,5.8,95000
"Honey, I Shrunk the Kids",1989,"Adventure, Comedy, Family",USA,6.2,95448
National Lampoon's Christmas Vacation,1989,Comedy,USA,7.6,95500
The Hours,2002,Drama,"USA, UK",7.6,95516
Downsizing - Vivere alla grande,2017,"Drama, Sci-Fi","USA, Norway",5.7,95518
The Chronicles of Narnia: The Voyage of the Dawn Treader,2010,"Adventure, Family, Fantasy",USA,6.3,95645
Hollow Man,2000,"Sci-Fi, Thriller","USA, Germany",5.7,95808
Gifted - Il dono del talento,2017,Drama,USA,7.6,95816
Evolution,2001,"Comedy, Sci-Fi",USA,6,95924
Man on the Moon,1999,"Biography, Comedy, Drama","UK, Germany, Japan, USA",7.4,96057
Mary Poppins,1964,"Comedy, Family, Fantasy",USA,7.8,96120
Finché morte non ci separi,2019,"Comedy, Horror, Mystery","USA, Canada",6.8,96190
The Foreigner,2017,"Action, Thriller","UK, China, USA, India",7.0,96216
She's Out of My League,2010,"Comedy, Romance",USA,6.4,96255
Manhattan,1979,"Comedy, Drama, Romance",USA,8,96268
Flags of Our Fathers,2006,"Drama, History, War",USA,7.1,96356
The Score,2001,"Action, Crime, Romance","USA, Germany",6.8,96512
Scream 4,2011,"Horror, Mystery",USA,6.2,96524
In the Name of the Father,1993,"Biography, Drama, History","Ireland, UK, USA",8.1,96557
Bee Movie,2007,"Animation, Adventure, Comedy","USA, Australia",6.2,96612
Devil,2010,"Drama, Horror, Mystery",USA,6.3,96660
Resident Evil: Retribution,2012,"Action, Horror, Sci-Fi","Germany, Canada, USA, France",5.4,96693
Last Vegas,2013,Comedy,USA,6.7,96761
The Kingdom,2007,"Action, Drama, Thriller","USA, Germany",7.1,96767
It's Kind of a Funny Story,2010,"Comedy, Drama, Romance",USA,7.2,96810
Grown Ups 2,2013,Comedy,USA,5.4,96872
Australia,2008,"Adventure, Drama, Romance","Australia, USA, UK",6.6,96963
Funny People,2009,"Comedy, Drama",USA,6.4,96972
Dragon Trainer - Il mondo nascosto,2019,"Animation, Action, Adventure","USA, Japan",7.5,97018
The Watch,2012,"Action, Comedy, Sci-Fi",USA,5.7,97026
The Mortal Instruments: City of Bones,2013,"Action, Adventure, Fantasy","USA, Germany, Canada",6,97093
Contraband,2012,"Action, Crime, Drama","USA, UK, France",6.5,97120
Miller's Crossing,1990,"Crime, Drama, Thriller",USA,7.9,97127
This Is 40,2012,Comedy,USA,6.2,97146
Glory,1989,"Drama, History, War",USA,7.9,97187
The 13th Warrior,1999,"Action, Adventure, History",USA,6.6,97229
Pleasantville,1998,"Comedy, Drama, Fantasy",USA,7.5,97235
Jack the Giant Slayer,2013,"Adventure, Fantasy",USA,6.3,97301
Billy Madison,1995,Comedy,USA,6.4,97327
Monster,2003,"Biography, Crime, Drama","USA, Germany",7.3,97432
The Apartment,1960,"Comedy, Drama, Romance",USA,8.3,97535
Hall Pass,2011,"Comedy, Romance",USA,5.9,97604
A Beautiful Day - You Were Never Really Here,2017,"Crime, Drama, Mystery","UK, USA, France",6.8,97755
I Know What You Did Last Summer,1997,"Horror, Mystery, Thriller",USA,5.6,97860
The Count of Monte Cristo,2002,"Action, Adventure, Drama","UK, USA, Ireland",7.7,97864
Point Break,1991,"Action, Crime, Thriller","USA, Japan",7.2,98012
The Old Guard,2020,"Action, Adventure, Fantasy",USA,6.7,98100
I Know What You Did Last Summer,1997,"Horror, Mystery, Thriller",USA,5.6,98105
Last Action Hero,1993,"Action, Adventure, Comedy",USA,6.2,98142
Magic Mike,2012,"Comedy, Drama",USA,6.1,98151
Carrie,2013,"Drama, Horror",USA,6,98171
I due Papi,2019,"Comedy, Drama","UK, Italy",7.6,98327
Idiocracy,2006,"Adventure, Comedy, Sci-Fi",USA,6.5,98413
Savages,2012,"Crime, Drama, Thriller",USA,6.5,98561
The Time Machine,2002,"Sci-Fi, Adventure, Action",USA,5.9,98788
Killer Elite,2011,"Action, Crime, Thriller","UK, Australia",6.5,99149
Space Jam,1996,"Animation, Adventure, Comedy",USA,6.2,99156
Okja,2017,"Action, Adventure, Drama","South Korea, USA",7.3,99322
The Seventh Seal,1957,"Drama, Fantasy",Sweden,8.3,99332
A Christmas Story,1983,"Comedy, Family","USA, Canada",8.1,99395
Seven Sisters,2017,"Action, Adventure, Crime","UK, France, USA, Belgium",6.9,99407
Horton Hears a Who!,2008,"Animation, Adventure, Comedy",USA,6.9,99494
Creed II,2018,"Drama, Sport",USA,7.1,99570
Spring Breakers,2012,"Action, Crime, Drama",USA,5.3,99713
L'uomo sul treno,2018,"Action, Mystery, Thriller","USA, UK, France, China, Canada",6.3,99769
Hercules,2014,"Action, Adventure",USA,6.1,99772
Daybreakers,2009,"Action, Fantasy, Horror","Australia, USA",6.5,99772
8MM,1999,"Crime, Drama, Mystery","USA, Germany",6.5,99779
Matchstick Men,2003,"Comedy, Crime, Drama",USA,7.3,99801
Metropolis,1927,"Drama, Sci-Fi",Germany,8.3,99845
Kindergarten Cop,1990,"Action, Comedy, Crime",USA,6,99874
Dogville,2003,"Crime, Drama, Thriller","Denmark, Sweden, UK, France, Germany, Netherlands, Norway, Finland, Italy",8.1,99963
Power Rangers,2017,"Action, Adventure, Sci-Fi","USA, Hong Kong, Japan, Mexico, Canada, New Zealand",5.9,99986
Macchine mortali,2018,"Action, Adventure, Fantasy","USA, New Zealand",6.1,100004
101 Dalmatians,1961,"Animation, Adventure, Comedy",USA,7.2,100014
Accepted,2006,Comedy,USA,6.5,100091
Four Weddings and a Funeral,1994,"Comedy, Drama, Romance",UK,7.1,100171
Ray,2004,"Biography, Drama, Music",USA,7.8,100456
Bad Santa,2003,"Comedy, Crime, Drama","USA, Germany",7.1,100671
The Campaign,2012,Comedy,USA,6.2,100744
Never Let Me Go,2010,"Drama, Romance, Sci-Fi","UK, USA",7.2,100912
Punch-Drunk Love,2002,"Comedy, Drama, Romance",USA,7.3,100914
The Negotiator,1998,"Action, Crime, Drama","Germany, USA",7.3,100971
Along Came Polly,2004,"Comedy, Romance",USA,5.9,101010
Il corriere - The Mule,2018,"Crime, Drama, Thriller","USA, Canada",7.0,101090
Bridge to Terabithia,2007,"Adventure, Drama, Family","USA, New Zealand",7.2,101140
Evil Dead II,1987,"Comedy, Horror",USA,7.8,101243
Commando,1985,"Action, Adventure, Thriller",USA,6.7,101423
The Texas Chainsaw Massacre,2003,Horror,USA,6.2,101443
Reign of Fire,2002,"Action, Adventure, Fantasy","USA, Ireland",6.2,101563
Dil Bechara,2020,"Comedy, Drama, Romance",India,8.8,101686
Saw IV,2007,"Horror, Mystery","USA, Canada",5.9,101955
Triple Frontier,2019,"Action, Adventure, Crime",USA,6.4,101968
Four Brothers,2005,"Action, Crime, Drama",USA,6.9,102074
Crank: High Voltage,2009,"Action, Crime, Thriller",USA,6.2,102124
Eragon,2006,"Action, Adventure, Family","USA, UK, Hungary",5.1,102311
Max Payne,2008,"Action, Crime, Drama","Canada, USA",5.4,102330
Skyscraper,2018,"Action, Adventure, Thriller","Hong Kong, USA",5.8,102420
Mr. Deeds,2002,"Comedy, Romance",USA,5.8,102441
We Bought a Zoo,2011,"Comedy, Drama, Family",USA,7.1,102508
Lilo & Stitch,2002,"Animation, Adventure, Comedy",USA,7.2,102564
Syriana,2005,"Drama, Thriller","USA, United Arab Emirates",7,102709
"10,000 BC",2008,"Action, Adventure, Drama","USA, South Africa",5.1,102723
Syriana,2005,"Drama, Thriller","USA, United Arab Emirates",7,102790
A Fish Called Wanda,1988,"Comedy, Crime","USA, UK",7.6,102802
About Schmidt,2002,"Comedy, Drama",USA,7.2,102821
The Wedding Singer,1998,"Comedy, Romance",USA,6.8,102830
9,2009,"Animation, Action, Adventure",USA,7.1,102873
Legends of the Fall,1994,"Drama, Romance, War",USA,7.5,102882
Pacific Rim: La rivolta,2018,"Action, Adventure, Sci-Fi","UK, China, Japan, USA",5.6,102915
The Third Man,1949,"Film-Noir, Mystery, Thriller",UK,8.3,102915
The Maltese Falcon,1941,"Crime, Drama, Film-Noir",USA,8.2,103084
Tower Heist,2011,"Action, Comedy, Crime",USA,6.2,103304
Men in Black: International,2019,"Action, Adventure, Comedy","China, USA",5.6,103315
Killing Them Softly,2012,"Crime, Thriller",USA,6.2,103317
Green Zone,2010,"Action, Drama, Thriller","France, USA, Spain, UK",6.9,103348
Saving Mr. Banks,2013,"Biography, Comedy, Drama","UK, Australia, USA",7.5,103416
Killing Them Softly,2012,"Crime, Thriller",USA,6.2,103509
Shallow Hal,2001,"Comedy, Drama, Fantasy","USA, Germany",5.9,103772
Rocky III,1982,"Drama, Sport",USA,6.7,103812
Scary Movie 3,2003,Comedy,"USA, Canada",5.4,103846
The Last of the Mohicans,1992,"Action, Adventure, Drama",USA,7.8,103918
The Men Who Stare at Goats,2009,"Comedy, War","USA, UK",6.3,104107
The Constant Gardener,2005,"Drama, Mystery, Romance","UK, Germany, USA, China",7.5,104197
Fun with Dick and Jane,2005,"Comedy, Crime",USA,6.1,104290
The Naked Gun: From the Files of Police Squad!,1988,"Comedy, Crime",USA,7.6,104386
Winter's Bone,2010,Drama,USA,7.2,104504
Monsters vs. Aliens,2009,"Animation, Action, Adventure",USA,6.6,104579
Exodus: Gods and Kings,2014,"Action, Adventure, Biography","UK, USA, Spain",6.1,104597
The Running Man,1987,"Action, Crime, Sci-Fi",USA,6.6,104621
The Kids Are All Right,2010,"Comedy, Drama",USA,7.1,104655
Mary and Max,2009,"Animation, Comedy, Drama",Australia,8.2,104730
Puss in Boots,2011,"Animation, Adventure, Comedy",USA,6.7,104860
Pocahontas,1995,"Animation, Adventure, Drama",USA,6.6,104926
She's the Man,2006,"Comedy, Romance","USA, Canada",6.4,104959
Remember Me,2010,"Drama, Romance",USA,7.2,105066
Baby boss,2017,"Animation, Adventure, Comedy",USA,6.3,105125
Wayne's World,1992,"Comedy, Music",USA,7,105160
Yesterday,2019,"Comedy, Fantasy, Music","UK, China, Japan, USA",6.8,105230
Young Frankenstein,1974,Comedy,USA,8.1,105384
Taken 3,2014,"Action, Thriller",France,6,105617
Madagascar 3: Europe's Most Wanted,2012,"Animation, Adventure, Comedy",USA,7,105668
Jupiter Ascending,2015,"Action, Adventure, Sci-Fi","USA, UK, Australia",5.5,105746
Payback,1999,"Action, Crime, Drama",USA,7.1,105779
Gamer,2009,"Action, Sci-Fi, Thriller",USA,5.8,105902
The Grudge,2004,"Horror, Mystery, Thriller","USA, Japan",5.9,105938
Jupiter Ascending,2015,"Action, Adventure, Sci-Fi","USA, UK, Australia",5.5,106083
The Way Way Back,2013,"Comedy, Drama",USA,7.4,106142
An Education,2009,Drama,"UK, USA",7.3,106224
Il filo nascosto,2017,"Drama, Romance","USA, UK",7.5,106231
The Time Traveler's Wife,2009,"Drama, Fantasy, Romance",USA,7.1,106254
Focus,2015,"Comedy, Crime, Drama","USA, Argentina",6.6,106291
Dr. No,1962,"Action, Adventure, Thriller",UK,7.3,106351
�on Flux,2005,"Action, Sci-Fi",USA,5.5,106431
Conan the Barbarian,1982,"Adventure, Fantasy",USA,6.9,106451
47 Ronin,2013,"Action, Adventure, Drama",USA,6.3,106539
The Recruit,2003,"Action, Crime, Drama",USA,6.6,106733
The Jungle Book,1967,"Animation, Adventure, Family",USA,7.6,107025
Rambo: First Blood Part II,1985,"Action, Adventure, Thriller",USA,6.4,107047
Johnny English,2003,"Action, Adventure, Comedy","UK, France, USA",6.1,107074
JFK,1991,"Drama, History, Thriller","France, USA",8,107088
The Fly,1986,"Horror, Romance, Sci-Fi","USA, UK, Canada",7.5,107153
The Expendables 3,2014,"Action, Adventure, Thriller","USA, France",6.1,107172
Maze Runner - La rivelazione,2018,"Action, Adventure, Sci-Fi",USA,6.2,107184
War Horse,2011,"Drama, War","USA, UK",7.2,107217
Good Bye Lenin!,2003,"Comedy, Drama, Romance",Germany,7.8,107240
The Polar Express,2004,"Animation, Adventure, Family",USA,6.6,107277
The Mummy: Tomb of the Dragon Emperor,2008,"Action, Adventure, Fantasy","USA, China, Germany, Canada",5.2,107283
Dirty Harry,1971,"Action, Crime, Thriller",USA,7.8,107325
Paths of Glory,1957,"Drama, War",USA,8.5,107342
Dazed and Confused,1993,Comedy,USA,7.7,107432
Underworld: Awakening,2012,"Action, Fantasy, Horror",USA,6.4,107446
The Last Stand,2013,"Action, Crime, Thriller",USA,6.4,107603
Chasing Amy,1997,"Comedy, Drama, Romance",USA,7.4,107629
The Lake House,2006,"Drama, Fantasy, Romance","USA, Australia",6.8,107715
Fahrenheit 9/11,2004,Documentary,USA,7.5,107763
Harold & Kumar Escape from Guantanamo Bay,2008,"Adventure, Comedy",USA,6.7,107974
Evan Almighty,2007,"Comedy, Family, Fantasy",USA,5.4,108059
Marley & Me,2008,"Comedy, Drama, Family",USA,7.1,108087
Inside Out,2015,"Animation, Adventure, Comedy",USA,8.6,108087
Annabelle 2: Creation,2017,"Horror, Mystery, Thriller",USA,6.5,108128
State of Play,2009,"Crime, Drama, Mystery","USA, UK, France",7.1,108134
16 Blocks,2006,"Action, Crime, Drama","Germany, USA",6.6,108203
Clueless,1995,"Comedy, Romance",USA,6.8,108516
The Virgin Suicides,1999,"Drama, Romance",USA,7.2,108522
Lars and the Real Girl,2007,"Comedy, Drama","USA, Canada",7.4,108574
Defiance,2008,"Action, Drama, History",USA,7.2,108723
Cattivissimo me 3,2017,"Animation, Adventure, Comedy",USA,6.3,108791
Event Horizon,1997,"Horror, Sci-Fi","UK, USA",6.7,109062
The Mechanic,2011,"Action, Crime, Thriller",USA,6.6,109066
The Karate Kid,2010,"Action, Drama, Family","USA, China",6.2,109068
Green Street Hooligans,2005,"Crime, Drama, Sport","USA, UK",7.5,109166
Coming to America,1988,"Comedy, Romance",USA,6.9,109240
Prendimi!,2018,"Action, Comedy",USA,6.5,109263
Cool Hand Luke,1967,"Crime, Drama",USA,8.2,109282
Buried,2010,"Drama, Mystery, Thriller","Spain, USA, France",7,109333
Clerks II,2006,Comedy,USA,7.4,109367
Underworld: Rise of the Lycans,2009,"Action, Adventure, Fantasy","USA, New Zealand",6.6,109698
13 Going on 30,2004,"Comedy, Fantasy, Romance",USA,6.1,109705
T2 Trainspotting,2017,Drama,UK,7.2,109887
"Dude, Where's My Car?",2000,Comedy,USA,5.5,110334
The Bone Collector,1999,"Crime, Drama, Mystery","USA, Canada",6.6,110453
RED 2,2013,"Action, Comedy, Crime","USA, France, Canada",6.7,110744
Auguri per la tua morte,2017,"Horror, Mystery, Thriller",USA,6.6,110766
Rise of the Guardians,2012,"Animation, Adventure, Family",USA,7.3,110767
Br�no,2009,Comedy,USA,5.9,110774
Scary Movie 2,2001,"Comedy, Horror","USA, Canada",5.2,110781
The Waterboy,1998,"Comedy, Sport",USA,6.1,110803
Rise of the Guardians,2012,"Animation, Adventure, Family",USA,7.3,110894
Snakes on a Plane,2006,"Action, Thriller","Germany, USA, Canada",5.6,111148
Rush Hour 3,2007,"Action, Comedy, Crime","USA, Germany",6.2,111322
Breakfast at Tiffany's,1961,"Comedy, Drama, Romance",USA,7.8,111409
Bad Boys for Life,2020,"Action, Comedy, Crime","USA, Mexico",6.6,111557
Ant-Man,2015,"Action, Adventure, Sci-Fi",USA,7.8,111807
I Now Pronounce You Chuck & Larry,2007,"Comedy, Romance",USA,6,111858
Final Destination 2,2003,"Horror, Thriller","USA, Canada",6.2,111904
The Secret in Their Eyes,2009,"Drama, Mystery, Thriller","Argentina, Spain",8.2,112005
Wall Street,1987,"Crime, Drama",USA,7.4,112172
Cold Mountain,2003,"Drama, History, Romance","USA, UK, Romania, Italy",7.2,112184
Halloween,2018,"Crime, Horror, Thriller","USA, UK",6.6,112488
The Judge,2014,"Crime, Drama",USA,7.5,112616
The Nun: La vocazione del male,2018,"Horror, Mystery, Thriller",USA,5.3,112638
Riddick,2013,"Action, Sci-Fi, Thriller","UK, USA",6.4,112948
The Cable Guy,1996,"Comedy, Drama, Thriller",USA,6,112985
The Orphanage,2007,"Drama, Mystery, Thriller",Spain,7.5,113015
The Predator,2018,"Action, Adventure, Sci-Fi","USA, Canada",5.3,113053
The Karate Kid,1984,"Action, Drama, Family",USA,7.2,113101
Pandorum,2009,"Action, Horror, Mystery","Germany, UK",6.8,113120
Vice - L'uomo nell'ombra,2018,"Biography, Comedy, Drama",USA,7.2,113257
S.W.A.T.,2003,"Action, Crime, Thriller",USA,6,113365
27 Dresses,2008,"Comedy, Romance",USA,6.1,113370
Sleepless in Seattle,1993,"Comedy, Drama, Romance",USA,6.8,113432
Transporter 3,2008,"Action, Adventure, Crime","France, UK, USA",6.1,113492
Memoirs of a Geisha,2005,"Drama, Romance",USA,7.3,113547
Spy Game,2001,"Action, Crime, Thriller","Germany, USA, Japan, France",7,113946
Chef,2014,"Adventure, Comedy, Drama",USA,7.3,114046
Demolition Man,1993,"Action, Crime, Sci-Fi",USA,6.6,114154
The Emperor's New Groove,2000,"Animation, Adventure, Comedy",USA,7.3,114178
Tucker and Dale vs. Evil,2010,"Comedy, Horror","Canada, USA, India, UK",7.6,114310
Galaxy Quest,1999,"Adventure, Comedy, Sci-Fi",USA,7.3,114358
Evil Dead,2013,Horror,USA,6.5,114381
Rounders,1998,"Crime, Drama",USA,7.4,114455
Invictus,2009,"Biography, Drama, History",USA,7.4,114502
The Man in the Iron Mask,1998,"Action, Adventure","USA, France",6.4,114798
"Girl, Interrupted",1999,"Biography, Drama","USA, Germany",7.3,114862
The Punisher,2004,"Action, Crime, Drama","USA, Germany",6.5,114929
Rocky IV,1985,"Drama, Sport",USA,6.7,114985
La ballata di Buster Scruggs,2018,"Comedy, Drama, Musical",USA,7.3,115086
Superman,1978,"Action, Drama, Sci-Fi","USA, UK",7.3,115208
Starsky & Hutch,2004,"Comedy, Crime",USA,6.1,115264
I Am Sam,2001,Drama,USA,7.6,115379
The Man from Earth,2007,"Drama, Sci-Fi",USA,8,115399
Anchorman 2: The Legend Continues,2013,Comedy,USA,6.4,115425
Carrie,1976,Horror,USA,7.4,115528
The Sorcerer's Apprentice,2010,"Action, Adventure, Comedy",USA,6.1,115590
Scream 2,1997,"Horror, Mystery",USA,6.1,115662
Beverly Hills Cop,1984,"Action, Comedy, Crime",USA,7.3,115663
Smokin' Aces,2006,"Action, Crime, Drama","UK, France, USA",6.7,115703
Antz,1998,"Animation, Adventure, Comedy",USA,6.6,116288
The Lovely Bones,2009,"Drama, Fantasy","USA, UK, New Zealand",6.7,116441
Il sacrificio del cervo sacro,2017,"Drama, Horror, Mystery","Ireland, UK",7.0,116448
Next,2007,"Action, Sci-Fi, Thriller",USA,6.2,116587
The Iron Giant,1999,"Animation, Action, Adventure",USA,8,116701
Army of Darkness,1992,"Comedy, Fantasy, Horror",USA,7.6,116711
Bowling for Columbine,2002,Documentary,"Canada, USA, Germany",8,116762
Anchorman 2: The Legend Continues,2013,Comedy,USA,6.4,116810
Mr. Brooks,2007,"Crime, Drama, Mystery",USA,7.4,116828
Melancholia,2011,"Drama, Sci-Fi","Denmark, Sweden, France, Germany",7.1,116835
